dummy,Holiday,Holiday,COVID,COVID,Holiday_COVID,Holiday_COVID
2013-04-26,-0.2570171263502797,0.5128128211307488,0.0,,0.0,1.0
2013-05-31,-0.26967933801867805,0.4857809760281874,0.0,1.0,0.0,1.0
2013-06-28,-0.27433441684639187,0.5190413187735952,0.0,1.0,0.0,
2013-07-31,-0.24417330029991124,0.5569976030642089,0.0,,0.0,
2013-08-30,-0.26972249925668923,0.5201984805399532,0.0,1.0,0.0,1.0
2013-09-30,-0.30631822829523275,0.4693422638553494,0.0,1.0,0.0,1.0
2013-10-31,-0.32267764989256725,0.4389218884822933,0.0,,0.0,
2013-11-29,-0.3172481107191633,0.4372058062388241,0.0,,0.0,
2013-12-31,-0.32032277527866754,0.42462991267750627,0.0,1.0,0.0,
2014-01-30,-0.216070416515275,0.5716322197891546,0.0,1.0,0.0,1.0
2014-02-28,0.11865834858032064,0.7757759383251027,0.0,1.0,0.0,
2014-03-31,0.13184230231837246,0.7556517037389274,0.0,,0.0,
2014-04-30,0.11742039409554299,0.7783022475269221,0.0,1.0,0.0,
2014-05-30,0.12854438435519805,0.7533877406145302,0.0,,0.0,
2014-06-30,0.1174002830682381,0.7705722714898133,0.0,,0.0,1.0
2014-07-31,0.10123053568431392,0.8097951324382062,0.0,1.0,0.0,
2014-08-29,0.08963492963090278,0.8244722800075885,0.0,1.0,0.0,1.0
2014-09-30,0.06283214264037218,0.8793955449442531,0.0,1.0,0.0,1.0
2014-10-31,0.08340327321829633,0.8408893869716182,0.0,1.0,0.0,1.0
2014-11-28,0.07741160474786424,0.856997204107198,0.0,,0.0,
2014-12-31,0.06294106406903482,0.8826289569249383,0.0,1.0,0.0,1.0
2015-01-30,0.04948756972686594,0.9230147961399545,0.0,,0.0,1.0
2015-02-27,0.29307005155659843,0.45900920403484824,0.0,1.0,0.0,
2015-03-31,0.6015064782935658,0.24054635147970682,0.0,,0.0,
2015-04-30,0.5968376745723539,0.22501123348288388,0.0,,0.0,
2015-05-29,0.5474328409650534,0.33184516931457986,0.0,,0.0,
2015-06-30,0.5318929316884403,0.37390391644178533,0.0,,0.0,1.0
2015-07-31,0.5223504756491575,0.40389275852415685,0.0,,0.0,
2015-08-31,0.527618585360149,0.4366483479126735,0.0,1.0,0.0,
2015-09-30,0.5564173992587359,0.42270119559005237,0.0,1.0,0.0,
2015-10-30,0.5385451384294112,0.43761846859573095,0.0,1.0,0.0,1.0
2015-11-30,0.5225900359890099,0.46060994481658346,0.0,1.0,0.0,
2015-12-31,0.5248737272858767,0.462649486043219,0.0,,0.0,1.0
2016-01-29,0.536984632751651,0.47451697059781717,0.0,1.0,0.0,
2016-02-29,0.5098920274444882,0.43950313275107544,0.0,,0.0,
2016-03-31,0.4850551030694421,0.46439699746493457,0.0,,0.0,1.0
2016-04-29,0.5017225313231036,0.444989021601653,0.0,,0.0,1.0
2016-05-31,0.4952402800425331,0.4492167995909443,0.0,1.0,0.0,1.0
2016-06-30,0.4938918280020246,0.454811027527129,0.0,1.0,0.0,1.0
2016-07-29,0.48732971517689255,0.4615175044993024,0.0,,0.0,
2016-08-31,0.4881719149369489,0.45638908686580915,0.0,1.0,0.0,
2016-09-30,0.507957902674481,0.4380984927880728,0.0,,0.0,
2016-10-31,0.5034252425767545,0.44030967750613903,0.0,1.0,0.0,
2016-11-30,0.49534261115662287,0.44053797138885187,0.0,,0.0,1.0
2016-12-30,0.5387811499947304,0.37612899244225984,0.0,1.0,0.0,
2017-01-26,0.5257649964256437,0.35484225171190653,0.0,1.0,0.0,
2017-02-28,0.3636460493188805,0.4778954429969804,0.0,1.0,0.0,
2017-03-31,0.2165784622891477,0.7422527285984071,0.0,,0.0,1.0
2017-04-28,0.2519335902207894,0.691758436535288,0.0,,0.0,
2017-05-31,0.30560037493274794,0.5814172235705757,0.0,,0.0,
2017-06-30,0.3374487631521294,0.4896382354304134,0.0,1.0,0.0,1.0
2017-07-31,0.2909458113251531,0.4989043728850332,0.0,,0.0,
2017-08-31,0.287406525464831,0.4557463843675258,0.0,,0.0,1.0
2017-09-29,0.2900266168905199,0.3456978775088857,0.0,1.0,0.0,
2017-10-31,0.2834212135941104,0.3149380557392111,0.0,,0.0,
2017-11-30,0.30005189290690226,0.24765357186433523,0.0,1.0,0.0,
2017-12-29,0.30676794915437383,0.20314192956446186,0.0,,0.0,
2018-01-31,0.2587246891377909,0.22277764405039746,0.0,1.0,0.0,
2018-02-28,0.5125908142511909,0.011507993205651901,0.0,1.0,0.0,1.0
2018-03-30,0.5136808585659112,0.07221160231407482,0.0,1.0,0.0,
2018-04-27,0.49309126668326164,0.0808984113380417,0.0,1.0,0.0,
2018-05-31,0.49034033884351075,0.0791396117886458,0.0,1.0,0.0,
2018-06-29,0.538412832134409,0.06952578743633626,0.0,,0.0,1.0
2018-07-31,0.5385753642223272,0.0837338759821729,0.0,,0.0,
2018-08-31,0.547971281641685,0.10017989924041776,0.0,1.0,0.0,
2018-09-28,0.5454698658867718,0.11425035495369562,0.0,,0.0,1.0
2018-10-31,0.5061049722561791,0.1627426554949848,0.0,1.0,0.0,
2018-11-30,0.5161562491077785,0.16569768032969934,0.0,,0.0,
2018-12-28,0.5283818327776301,0.16059182604673983,0.0,,0.0,
2019-01-31,0.42305238582070354,0.21525070587485284,0.0,1.0,0.0,1.0
2019-02-28,0.8322959709863739,0.040624629401509516,0.0,1.0,0.0,1.0
2019-03-29,0.8314414308777364,0.05719326973870929,0.0,,0.0,1.0
2019-04-30,0.8379507161218265,0.07670567258497941,0.0,,0.0,
2019-05-31,0.8272076936674219,0.09687438693629158,0.0,1.0,0.0,1.0
2019-06-28,0.8309121449801917,0.10147755512236559,0.0,,0.0,
2019-07-31,0.8365217373497014,0.10435953236579149,0.0,,0.0,1.0
2019-08-30,0.8496672353477787,0.10556254151503852,0.0,,0.0,
2019-09-30,0.8569954843895549,0.10457648778468721,0.0,,0.0,
2019-10-31,0.8575554033784978,0.10869969852171876,0.0,1.0,0.0,1.0
2019-11-29,0.8629849874641164,0.11210754536664945,0.0,1.0,0.0,
2019-12-31,0.8537359241422756,0.1162179939014313,0.0,,0.0,
2020-01-23,0.6216357016746049,0.09179794800125582,0.0,1.0,0.0,1.0
2020-02-28,0.631695310033028,0.09933001720963676,0.37840295367874577,0.3258595575280554,-1.9745525788873748,0.0013898529642658998
2020-03-31,0.3469922550844349,0.4883680280283811,-0.04428957039997758,0.775448062539438,-1.29090200556411,0.032451021899577555
2020-04-30,0.34435711384982115,0.4540911231704917,-0.008939508135725931,0.9480195289623922,-1.324871301048438,0.01781935500349758
2020-05-29,0.341599207272762,0.4509926287301529,-0.014414257838747354,0.9122772057486724,-1.3189902105612736,0.01638660027597456
2020-06-30,0.3369746882457092,0.4548369305911173,-0.0035399108078836105,0.9775862720806258,-1.3301982659964249,0.014776868861982763
2020-07-31,0.791418873105174,0.07465050525645774,0.0033961125972549583,0.9371178684437454,-1.8690473370318366,0.00045549754072923853
2020-08-31,0.30711930325475445,0.5178145201082291,0.029400342140083278,0.7878409948478337,-1.365782247269356,0.016647948383625065
2020-09-30,0.30074823209337614,0.5230578440245213,-0.009527933618441961,0.9286843633623256,-1.32680763312029,0.018858258369502924
2020-10-30,0.30218533449597823,0.5099046948897885,0.0032540705295698784,0.975210170998095,-1.3399845247297515,0.014999364819279985
2020-11-30,0.296011575554998,0.49180008423171573,0.032534318260422364,0.7544839143314281,-1.3598558520266142,0.008167048179591877
2020-12-31,0.29140705085345014,0.49457911862895954,0.0012644301345629445,0.9900781274637911,-1.3427165426973873,0.008788474664597175
2021-01-29,0.27705544249582464,0.5189856482435165,-0.005813044621551723,0.9551926334055927,-1.331806393092771,0.009417741330205015
2021-02-26,0.45346350435889116,0.34024158582691877,-0.0008045752561500948,0.9940881101194623,-0.282766736098721,0.5883960885996484
2021-03-31,-0.7746474505575017,0.42136417357788014,0.011109129867115828,0.9182436690209429,0.9596735473316879,0.32596323663262017
2021-04-30,-0.8221470278325241,0.373032997760537,0.044807640563589705,0.6678119420638072,1.0265962148539536,0.2791945880644672
2021-05-31,-1.3493673940444784,0.021699507293142545,0.04163355778745666,0.04344437179898989,1.3947761682944126,0.02817183974914016
2021-06-30,-0.779868259088188,0.3498035834059029,-0.019637933472342772,0.8703364905868317,0.9669314825823546,0.25199654301971086
2021-07-30,-0.7629151612613058,0.3546406437713381,-0.03293327469503206,0.8072417481555105,0.9674766749948978,0.24519322698972956
2021-08-31,-0.8533850917912588,0.30463850133966686,-0.06543744603855194,0.651307621462845,1.0509468853674722,0.21438686431804366
2021-09-30,-0.7674925750698716,0.3770590933160348,-0.00847863648236106,0.9612824317881522,0.9495367043831009,0.2791649096191873
2021-10-29,-0.8109653791806865,0.3526565707858095,-0.06324216196818686,0.7401980962551965,0.9987522971498304,0.2568006471978135
2021-11-30,-0.8163539844805339,0.35814610552098325,-0.05405622750571094,0.8047853014914386,1.0137023921703725,0.25988163428223765
2021-12-31,-0.9659374387782689,0.28891466952344325,-0.1793796290820789,0.5257148300768262,1.1576306802221574,0.2098507880076037
2022-01-28,-0.662761457347684,0.5203705338155,0.13329467737454348,0.8068093849580034,0.801177193707448,0.4430209882039946
2022-02-28,,,,,,
2022-03-31,,,,,,
2022-04-29,,,,,,
2022-05-31,,,,,,
2022-06-30,,,,,,
2022-07-29,,,,,,
2022-08-31,,,,,,
2022-09-30,,,,,,
2022-10-31,,,,,,
2022-11-30,,,,,,
2022-12-30,,,,,,
2023-01-31,,,,,,
2023-02-28,,,,,,
2023-03-31,,,,,,
2023-04-28,,,,,,
2023-05-31,,,,,,
2023-06-30,,,,,,
2023-07-31,,,,,,
2023-08-31,,,,,,
2023-09-28,,,,,,
2023-10-31,,,,,,
2023-11-30,,,,,,
2023-12-29,,,,,,
2024-01-31,,,,,,
2024-02-29,,,,,,
2024-03-29,,,,,,
2024-04-30,,,,,,
2024-05-31,,,,,,
2024-06-28,,,,,,
2024-07-31,,,,,,
2024-08-30,,,,,,
2024-09-30,,,,,,
2024-10-31,,,,,,
2024-11-29,,,,,,
2024-12-31,,,,,,
2025-01-27,,,,,,
2025-02-28,,,,,,
2025-03-31,,,,,,
2025-04-30,,,,,,
2025-05-30,,,,,,
2025-06-30,,,,,,
